playlist_id,playlist_name,playlist_genre,playlist_subgenre
1fqkbjEACMlekdddm5aobE,Most Popular 2020 TOP 50,r&b,urban contemporary
4I6rTSxqKl1LRvES2O9owQ,New R&B‏‏​​   ‍,r&b,urban contemporary
4Gc9TFxlqmoe50m9Yy78ei,Top Urban Underground,r&b,urban contemporary
4Pbs84EQbuAblxlp6Chz0d,Urban Contemporary,r&b,urban contemporary
07zF8MjQPsiYUXiAIGZ5TA,The Sound of Urban Contemporary,r&b,urban contemporary
0UXwwVDipbBQeEX7h4YuKU,Chixtape 5 - Tory Lanez,r&b,urban contemporary
7en9i0JMyJlRFX4r4XrXXx,urban contemporary,r&b,urban contemporary
1ZlL3IQS8eB0s0RMxz02yD,Urban contemporary,r&b,urban contemporary
0qOJuaqHeg4u1i6gjPKnxE,Urban contemporary,r&b,urban contemporary
6HaCi9bqaiuSZEDfCEmwyo,PROJECT: Contemporary,r&b,urban contemporary
5CK0fshHcik1vWyeCc0zat,Urban/Trap - Contemporary RAP,r&b,urban contemporary
4WiB26kw0INKwbzfb5M6Tv,urban contemporary,r&b,urban contemporary
1nFfDHtp8RY3obgen8KODl,urban CONTEMPORARY,r&b,urban contemporary
0pItJZBDZFvgAOdFnSITnJ,Gospel,r&b,urban contemporary
4425cRh83Uzor4qCRfM9lb,Urban Contemporary,r&b,urban contemporary
6VWXakL2ojgiVC01I271e2,Cuban vibes only,r&b,urban contemporary
1S7BckuYIkEazeNKOSM0uA,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,r&b,urban contemporary
37i9dQZF1DX2vsux22VuNL,Brisa Pop,r&b,hip pop
5TDtuKDbOhrfW7C58XnriZ,Pop Hits 2020,r&b,hip pop
37i9dQZF1DWTc5QDlvD7t0,Ultimate Indie Presents... Best Tracks of 2019,r&b,hip pop
37i9dQZF1DWTDafB3skWPN,Feeling Accomplished,r&b,hip pop
7ccXu2NL5YPa7PVgnQxR1j,Pop / Hip-Hop: Gas ⛽️,r&b,hip pop
3xMQTDLOIGvj3lWH5e5x6F,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,r&b,hip pop
37i9dQZF1DX4F2k37fMTyn,Girl On Fire,r&b,hip pop
1Sc7bobknESH7SXQcnmoX5,Hip pop,r&b,hip pop
5XQopnmKZnE6RjR6NIzbPS,Nidza Bleja - English HIP HOP/POP Songs,r&b,hip pop
0Ar0Ng9DlAWZtSPBvOQgOa,90s/00s Hip Hop & RnB,r&b,hip pop
2CJsD3fcYJWcliEKnwmovU,TOP 50 GLOBAL 2020 UPDATED WEEKLY 🌍🎶 WORLDWIDE,r&b,hip pop
3tmx4p5RGlOV1AapXOt1Ze,Hip Pop 2019,r&b,hip pop
37i9dQZF1DX56crgoe4TG3,Bluegrass Covers,r&b,hip pop
7FqZlaYKkQmVnguJbHuj2a,"Latest Hits 2020 - Pop, Hip Hop & RnB",r&b,hip pop
6kVFIQBhLT4003iw2WWEv1,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop
7ENISpOJhocpMJVcGb0qcT,Today's Hits (Clean),r&b,hip pop
7ozFIvz1bE1HPgQTUl5qfT,Smooth Hip Hop,r&b,hip pop
4RFszTXlSMZFgpqIJS3754,Fresh Essentials,r&b,hip pop
3ykXidKLz1eYPvuGoFlD1e,New Jack Swing,r&b,new jack swing
79xd4wnVuKZK4rJMsL2wPa,New Jack Swing - 90s R&B fused w Hip Hop,r&b,new jack swing
4sji14lrB5bgcr51lPALYH,New Jack Swing/ R&B Hits: 1987 - 2002,r&b,new jack swing
0dmInkymNnOTWvEFamSNzb,90's NEW JACK SWING,r&b,new jack swing
3krpccUV68nBGAQbvHEZDC,"Swingbeat (old skool), New Jack Swing, R&B, Hip Hop, Urban",r&b,new jack swing
6RLvj5OnEuPzI1P02KwnzK,New Jack City,r&b,new jack swing
7LjRWGUdOmBdPG1W1bga4i,90s R&B - The BET Planet Groove/Midnight Love Mix,r&b,new jack swing
3m4z6komWDtKly3Q1FvFmN,New Jack Swing | The Best 👌,r&b,new jack swing
1dsaMvnC1hXPCNGC4aVtjj,Ultimate Throwbacks Collection,r&b,new jack swing
3a9y4eeCJRmG9p4YKfqYIx,"Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.",r&b,new jack swing
4nX6BscFtR1CozSCfv2cuR,New Jack Swing,r&b,new jack swing
4sr2xEhXQR5VuZ0LZX8TQ8,CSR 103:9 (GTA: SA),r&b,new jack swing
63Y9Sk7Twusm6ZNssHxKaa,Best of New Jack Swing,r&b,new jack swing
30z5uGyqurJn0NtkZ9e8BT,New Jack Swing -late 80's & early 90's Hip Hop and R&B,r&b,new jack swing
0zn8nuASKC0PISqD9mxCSV,The Sound of New Jack Swing,r&b,new jack swing
4mciQwEuqaUMwIWKcDMFW0,The New (Jack Swing) Testament,r&b,new jack swing
3X4HmijjKdwwLonCrOOEAZ,80s-90s R&B / New Jack Swing / Funk / Dance / Soul,r&b,new jack swing
7bdhfXlbfml9CuNn5c7372,Kenny B's Ultimate New Jack Swing Mix,r&b,new jack swing
2Ey63yNQeC9Yto7JwX9BGJ,R&B 80's/90's/00's,r&b,new jack swing
0WicovBbxeB0nvQC6IfuaT,1987-1997 OLD SKOOL JAMZ,r&b,new jack swing
37i9dQZF1DX44dZ4p5QLf4,I Love My Neo-Soul,r&b,neo soul
78RRvktrPMSqAoCI21mNOe,Neo Soul Music,r&b,neo soul
1eqVgsNjaX6mxDPoefhocT,Neo-Soul,r&b,neo soul
0aS9YCNTNrDiMNa9tT49RG,Neo-Soul Guitar,r&b,neo soul
0r5ojPhjqGVq21oQR13UJy,NEO SOUL GUITAR,r&b,neo soul
07SNJ4MwYba9wwmzrbjmYi,Neo Soul / Modern Jazz / Smooth Hiphop,r&b,neo soul
3q3M4VCymcMoxJ3Tl7mRqN,NEO-soul,r&b,neo soul
0JmBB9HfrzDiZoPVRdv8ns,Groovy // Funky // Neo-Soul,r&b,neo soul
6FZYc2BvF7tColxO8PBShV,Christmas Soul,r&b,neo soul
4F3xAxHxeBwXhK6k6GPnrW,Neo-Soul / Soulful R&B,r&b,neo soul
44d7ppo4cggZJmzH2WOhAc,Neo Soul 2019,r&b,neo soul
2WbTrS5D0V2TW6DiDkJBru,NEO FUNK AND SOUL,r&b,neo soul
2YPP7fiYu5pIcp2yyHvw4A,Neo Soul,r&b,neo soul
2ujrP2rPxu8ao7wNeG1ZOY,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,r&b,neo soul
4zNayWuATXCAA9gaXvnFnq,Japanese Funk/Soul/NEO/Jazz/Acid,r&b,neo soul
48AzM7l4M02DBYd2N3IFLP,Neo-Jazz Soul RnB & Afro,r&b,neo soul
2wP2UAYC4Nqb6oUXkMJlAz,Gospel Neo Soul,r&b,neo soul
16iNEskDatG5KbDV16F6LR,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul
0DIwi1dMI59NItQtiNcevy,Neo-Soul Essentials,r&b,neo soul
5EMARioe9z9eKOeWIAC2JW,Sexy Soul 2020,r&b,neo soul
317O0e8iWJLClLGDKtieRe,Electro House 2020,edm,electro house
1G0q0NK7g3C0XerNqq7GbL,Electro House Top Tracks,edm,electro house
37i9dQZF1DX2VvACCrgjrt,Nasty Bits,edm,electro house
6nZaTh6K1SwhdELFTmA99C,Electro Posé - Discoveries,edm,electro house
3QEYvCsVXZj8KuzE0bDmcI,Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop,edm,electro house
25ButZrVb1Zj1MJioMs09D,EDM 2020 House & Dance,edm,electro house
0wHHL0TLztL3muzXLCDTQP,Electro Vibes,edm,electro house
5M7xLCQTYJL0lbKIrUn3a4,Electro Swing Top 100,edm,electro house
3Dr4NKbsFQ2m7tmPxGRroO,Electro Swing,edm,electro house
6k45gxiQhfVqACfIdqONsC,Electro House,edm,electro house
1N5dPU0Ca9N9AwBbUeyzX5,ELECTRO HOUSE 2020,edm,electro house
54XvQQsViMBwjO1ws2o2wx,New House   ‍,edm,electro house
2Tisn6NZbeofpc57Oc6MGo,Jeff Seid Electro House,edm,electro house
5GiPRvTccToqwOzkoAcDrY,Crossfit‏‏​​   ‍,edm,electro house
4pVZ70y8vzzkn2GVwQbQw8,Electro House - by Spinnin' Records,edm,electro house
0AFYmoSuoMQiGGjzvBwr6u,💊ELECTRO-HOUSE-TECH💊,edm,electro house
6KnQDwp0syvhfHOR4lWP7x,Fitness Workout Electro | House | Dance | Progressive House,edm,electro house
7sq6nuruoMyDhEWkX2oYOg,Club Mix 2020 🍹,edm,electro house
72r6odw0Q3OWTCYMGA7Yiy,House Electro 2019,edm,electro house
4GSiiL8tcMgvoV7K1IADb8,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,edm,electro house
3S03NWbWkrR1e7DPH9rf9Z,Big Room EDM,edm,big room
3PNyCpkY7NAXyhopBpj7vc,Big Room Beast,edm,big room
5Bx5niVgi3qGQQw06C0RKq,Big Room House | Festival Bangers,edm,big room
6vbHQdtfmexb0ptmBSpemm,PAROOKAVILLE - Big Room,edm,big room
2EnVd4ugXUybVQoQrarICY,Big Room House / Bigroom,edm,big room
7xWdFCrU5Gka6qp1ODrSdK,Big Room EDM - by Spinnin' Records,edm,big room
4QtO2XySphMOJt7pX0yaVi,BIG-ROOM NEVER DIES !,edm,big room
6mMk6QCzEgT3QGaCV1R4S5,Dancefloor Beats,edm,big room
08QTrfsYYouffgnPjmllAQ,Bounce United,edm,big room
37i9dQZF1DX8SaiEt4OVJw,Locker Room,edm,big room
4R4c3WdN1Any2Q1NSuec3r,Sick Big Room House Drops | EZUMI,edm,big room
2oalsaFUockoPf1DU3wrL8,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,edm,big room
2yofeyPwe0ZNmJHTrGz2Qt,Trance Party 2019 by FUTURE TRANCE,edm,big room
0COM4nZqdXC3sMjVdcaU7V,SINULOG Festival 2020,edm,big room
71UHE27ayQs8ZDxQwY0cY1,[EAS]: Festival Big Room,edm,big room
5FhhmunkvwTAsGaiXpRHkJ,Big White Room-Jessie-J,edm,big room
7vJOXFe40axY7qS39vGDyH,Big Room House,edm,big room
6pPpLz42hUkr8gbMirkAEl,ALPAS Music Festival,edm,big room
49EXQVXh5k1t8SOhmUeyU7,Epic Bass Drops,edm,big room
6SrHyxIxWfQx9ISEr6yowk,Big Room 2019,edm,big room
2fbrY1tuoW8Uji14H7623k,@deniceemoberg EDM - POP REMIXES,edm,pop edm
5CTzufLc0f6MufjKYrIaoO,EDM House & Dance,edm,pop edm
4aUEH3uhbofktrFkXOOaKj,Pop EDM Remixes,edm,pop edm
1T0ed6Mg0QIruHvcoWWIKy,EDM 2019,edm,pop edm
64k01l4j6QtnZ8jMaI84AA,Waves Pop and EDM,edm,pop edm
6mtYuOxzl58vSGnEDtZ9uB,Pop Hits 2000-2019,edm,pop edm
0cvVad4XizGbOS0vlwZYS5,EDM - pop remixes,edm,pop edm
5HmZtuuIDMtIy21kylqhx6,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,edm,pop edm
2DjIfVDXGYDgRxw7IJTKVb,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,edm,pop edm
37i9dQZF1DWUXxc8Mc6MmJ,K-Crazy Michioso Tunes,edm,pop edm
7CEEEMKV41x0RlFCXWdvKF,EDM Trap,edm,pop edm
6UJw1egIcZVfrBmcKs5uHH,2015 songs,edm,pop edm
5EgzhnSirHRvu1AqlFLllv,Pop EDM,edm,pop edm
67cpuBAXjwibm3LG333Oaq,Tastemakers Ball  -  EDM - POP and FUN,edm,pop edm
2d3oOPO0csDU40JyiGwFaF,EDM Pop,edm,pop edm
3d2JFEbvcx7p2CHkBaQeMZ,Happy EDM,edm,pop edm
6gHk5RFrnALbDNJdaXKivi,EDM/POP,edm,pop edm
2JPzPB9jnvJLAYtmCbvZy8,Selected House,edm,progressive electro house
5CMvAWTlDPdZnkleiTHyyo,Deep Electronic Music 2020 & Progressive House,edm,progressive electro house
5QaPRbVgbEcCc9jC1UxgD1,Female Vocal EDM,edm,progressive electro house
5PCAWKfUWAUj8VeY8G7xRQ,Vocal House,edm,progressive electro house
1lSdljPk8zcAdXVMUduDia,Hands Up‏‏​​   ‍,edm,progressive electro house
42jbIN5Zj0UUPdtmqxQRKF,House/Electro/Progressive/Disco/Lofi/Synthwave,edm,progressive electro house
7fRlDx99wBg6i45OCvxwKY,Alex Workout,edm,progressive electro house
53Ga3Xt9fumdJfhNNSBvzU,2011-2014 House,edm,progressive electro house
1HtnPDj2V126xB9tJP786P,Electro/Progressive/Club House,edm,progressive electro house
0MhTMIo1bgH6zzPh7BdChT,CHRISTIAN ELECTRO / DANCE / EDM,edm,progressive electro house
4IS7o1utOzhimFEFnj9gmu,Epic Bass Drops | Best House Mixes,edm,progressive electro house
2dNitDEHM9FpUGEHWc7zyW,Brand New EDM,edm,progressive electro house
0o5gKmuET7F3lQnpFxvPO8,"Electrónica, Progressive House, Electro House y más 🎧",edm,progressive electro house
5BqOZpVEqRDfZScvW1QUyA,Gym (Melbourne Bounce/Progressive House),edm,progressive electro house
0FCHg9zJMNNiOokh3hVcxd,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,edm,progressive electro house
73uj4YmsC7SJ6SbUMTvf07,"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",edm,progressive electro house
29jj7pQlDqnWclbHQk21Rq,Underground Party | Hypnotic | Minimal | Acid | Big Room | Tech | Liquid,edm,progressive electro house
4N1ipiKR3xla8UXtE12XBm,Trending EDM by Nik Cooper,edm,progressive electro house
6jI1gFr6ANFtT8MmTvA2Ux,♥ EDM LOVE 2020,edm,progressive electro house
